;base[GOLD];base[Correto];base[#respostas];base[Recall per question];base[Precision per question];base[F1 score per question];slm1[10][GOLD];slm1[10][Correto];slm1[10][#respostas];slm1[10][Recall per question];slm1[10][Precision per question];slm1[10][F1 score per question];slm1[30][GOLD];slm1[30][Correto];slm1[30][#respostas];slm1[30][Recall per question];slm1[30][Precision per question];slm1[30][F1 score per question];slm1[50][GOLD];slm1[50][Correto];slm1[50][#respostas];slm1[50][Recall per question];slm1[50][Precision per question];slm1[50][F1 score per question];slm1[75][GOLD];slm1[75][Correto];slm1[75][#respostas];slm1[75][Recall per question];slm1[75][Precision per question];slm1[75][F1 score per question];slm1[100][GOLD];slm1[100][Correto];slm1[100][#respostas];slm1[100][Recall per question];slm1[100][Precision per question];slm1[100][F1 score per question];slm1[150][GOLD];slm1[150][Correto];slm1[150][#respostas];slm1[150][Recall per question];slm1[150][Precision per question];slm1[150][F1 score per question];slm1[200][GOLD];slm1[200][Correto];slm1[200][#respostas];slm1[200][Recall per question];slm1[200][Precision per question];slm1[200][F1 score per question];slm1[300][GOLD];slm1[300][Correto];slm1[300][#respostas];slm1[300][Recall per question];slm1[300][Precision per question];slm1[300][F1 score per question];slm1[400][GOLD];slm1[400][Correto];slm1[400][#respostas];slm1[400][Recall per question];slm1[400][Precision per question];slm1[400][F1 score per question];slm1[500][GOLD];slm1[500][Correto];slm1[500][#respostas];slm1[500][Recall per question];slm1[500][Precision per question];slm1[500][F1 score per question];slm1n[10][GOLD];slm1n[10][Correto];slm1n[10][#respostas];slm1n[10][Recall per question];slm1n[10][Precision per question];slm1n[10][F1 score per question];slm1n[30][GOLD];slm1n[30][Correto];slm1n[30][#respostas];slm1n[30][Recall per question];slm1n[30][Precision per question];slm1n[30][F1 score per question];slm1n[50][GOLD];slm1n[50][Correto];slm1n[50][#respostas];slm1n[50][Recall per question];slm1n[50][Precision per question];slm1n[50][F1 score per question];slm1n[75][GOLD];slm1n[75][Correto];slm1n[75][#respostas];slm1n[75][Recall per question];slm1n[75][Precision per question];slm1n[75][F1 score per question];slm1n[100][GOLD];slm1n[100][Correto];slm1n[100][#respostas];slm1n[100][Recall per question];slm1n[100][Precision per question];slm1n[100][F1 score per question];slm1n[150][GOLD];slm1n[150][Correto];slm1n[150][#respostas];slm1n[150][Recall per question];slm1n[150][Precision per question];slm1n[150][F1 score per question];slm1n[200][GOLD];slm1n[200][Correto];slm1n[200][#respostas];slm1n[200][Recall per question];slm1n[200][Precision per question];slm1n[200][F1 score per question];slm1n[300][GOLD];slm1n[300][Correto];slm1n[300][#respostas];slm1n[300][Recall per question];slm1n[300][Precision per question];slm1n[300][F1 score per question];slm1n[400][GOLD];slm1n[400][Correto];slm1n[400][#respostas];slm1n[400][Recall per question];slm1n[400][Precision per question];slm1n[400][F1 score per question];slm1n[500][GOLD];slm1n[500][Correto];slm1n[500][#respostas];slm1n[500][Recall per question];slm1n[500][Precision per question];slm1n[500][F1 score per question]
Que filmes Stanley Kubrick dirigiu?;13,00000000;13,00000000;13,00000000;1,00000000;1,00000000;1,00000000;13,00000000;13,00000000;13,00000000;1,00000000;1,00000000;1,00000000;13,00000000;13,00000000;13,00000000;1,00000000;1,00000000;1,00000000;13,00000000;13,00000000;13,00000000;1,00000000;1,00000000;1,00000000;13,00000000;13,00000000;13,00000000;1,00000000;1,00000000;1,00000000;13,00000000;13,00000000;13,00000000;1,00000000;1,00000000;1,00000000;13,00000000;13,00000000;13,00000000;1,00000000;1,00000000;1,00000000;13,00000000;13,00000000;13,00000000;1,00000000;1,00000000;1,00000000;13,00000000;13,00000000;13,00000000;1,00000000;1,00000000;1,00000000;13,00000000;13,00000000;13,00000000;1,00000000;1,00000000;1,00000000;13,00000000;13,00000000;13,00000000;1,00000000;1,00000000;1,00000000;13,00000000;13,00000000;13,00000000;1,00000000;1,00000000;1,00000000;13,00000000;13,00000000;13,00000000;1,00000000;1,00000000;1,00000000;13,00000000;13,00000000;13,00000000;1,00000000;1,00000000;1,00000000;13,00000000;13,00000000;13,00000000;1,00000000;1,00000000;1,00000000;13,00000000;13,00000000;13,00000000;1,00000000;1,00000000;1,00000000;13,00000000;13,00000000;13,00000000;1,00000000;1,00000000;1,00000000;13,00000000;13,00000000;13,00000000;1,00000000;1,00000000;1,00000000;13,00000000;13,00000000;13,00000000;1,00000000;1,00000000;1,00000000;13,00000000;13,00000000;13,00000000;1,00000000;1,00000000;1,00000000;13,00000000;13,00000000;13,00000000;1,00000000;1,00000000;1,00000000
Quando o Titanic foi completado?;0,00000000;0,00000000;1,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;1,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;1,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;1,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;1,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;1,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;1,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;1,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;1,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;1,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;1,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;1,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;1,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;1,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;1,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;1,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;1,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;1,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;1,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;1,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;1,00000000;0,00000000;0,00000000;0,00000000
Quantas páginas tem Guerra e Paz?;1,00000000;0,00000000;4,00000000;0,00000000;0,00000000;0,00000000;1,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;1,00000000;0,00000000;4,00000000;0,00000000;0,00000000;0,00000000;1,00000000;0,00000000;4,00000000;0,00000000;0,00000000;0,00000000;1,00000000;0,00000000;4,00000000;0,00000000;0,00000000;0,00000000;1,00000000;0,00000000;4,00000000;0,00000000;0,00000000;0,00000000;1,00000000;0,00000000;4,00000000;0,00000000;0,00000000;0,00000000;1,00000000;0,00000000;4,00000000;0,00000000;0,00000000;0,00000000;1,00000000;0,00000000;4,00000000;0,00000000;0,00000000;0,00000000;1,00000000;0,00000000;4,00000000;0,00000000;0,00000000;0,00000000;1,00000000;0,00000000;4,00000000;0,00000000;0,00000000;0,00000000;1,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;1,00000000;0,00000000;4,00000000;0,00000000;0,00000000;0,00000000;1,00000000;0,00000000;4,00000000;0,00000000;0,00000000;0,00000000;1,00000000;0,00000000;4,00000000;0,00000000;0,00000000;0,00000000;1,00000000;0,00000000;4,00000000;0,00000000;0,00000000;0,00000000;1,00000000;0,00000000;4,00000000;0,00000000;0,00000000;0,00000000;1,00000000;0,00000000;4,00000000;0,00000000;0,00000000;0,00000000;1,00000000;0,00000000;4,00000000;0,00000000;0,00000000;0,00000000;1,00000000;0,00000000;4,00000000;0,00000000;0,00000000;0,00000000;1,00000000;0,00000000;4,00000000;0,00000000;0,00000000;0,00000000
Quem é o jogador mais jovem da Premier League?;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000
Qual a montanha mais alta da Itália?;3,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;3,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;3,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;3,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;3,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;3,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;3,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;3,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;3,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;3,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;3,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;3,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;3,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;3,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;3,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;3,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;3,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;3,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;3,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;3,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;3,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000
Qual a altura de Claudia Schiffer?;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000
Quem foi o vice presidente de John F. Kennedy?;1,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;1,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;1,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;1,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;1,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;1,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;1,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;1,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;1,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;1,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;1,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;1,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;1,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;1,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;1,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;1,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;1,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;1,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;1,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;1,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;1,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000
Que subsidiária da Lufthansa atende Dortmund e Berlin?;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000
Quem foi o sucessor de John F. Kennedy?;1,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;1,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;1,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;1,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;1,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;1,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;1,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;1,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;1,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;1,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;1,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;1,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;1,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;1,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;1,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;1,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;1,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;1,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;1,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;1,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;1,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000
Quem é o compositor da trilha sonora do Titanic de Cameron?;1,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;1,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;1,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;1,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;1,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;1,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;1,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;1,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;1,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;1,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;1,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;1,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;1,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;1,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;1,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;1,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;1,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;1,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;1,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;1,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;1,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000
Quais filmes Kurosawa dirigiu?;24,00000000;0,00000000;4,00000000;0,00000000;0,00000000;0,00000000;24,00000000;0,00000000;4,00000000;0,00000000;0,00000000;0,00000000;24,00000000;0,00000000;4,00000000;0,00000000;0,00000000;0,00000000;24,00000000;0,00000000;4,00000000;0,00000000;0,00000000;0,00000000;24,00000000;0,00000000;4,00000000;0,00000000;0,00000000;0,00000000;24,00000000;0,00000000;4,00000000;0,00000000;0,00000000;0,00000000;24,00000000;0,00000000;4,00000000;0,00000000;0,00000000;0,00000000;24,00000000;0,00000000;4,00000000;0,00000000;0,00000000;0,00000000;24,00000000;0,00000000;4,00000000;0,00000000;0,00000000;0,00000000;24,00000000;0,00000000;4,00000000;0,00000000;0,00000000;0,00000000;24,00000000;0,00000000;4,00000000;0,00000000;0,00000000;0,00000000;24,00000000;0,00000000;4,00000000;0,00000000;0,00000000;0,00000000;24,00000000;0,00000000;4,00000000;0,00000000;0,00000000;0,00000000;24,00000000;0,00000000;4,00000000;0,00000000;0,00000000;0,00000000;24,00000000;0,00000000;4,00000000;0,00000000;0,00000000;0,00000000;24,00000000;0,00000000;4,00000000;0,00000000;0,00000000;0,00000000;24,00000000;0,00000000;4,00000000;0,00000000;0,00000000;0,00000000;24,00000000;0,00000000;4,00000000;0,00000000;0,00000000;0,00000000;24,00000000;0,00000000;4,00000000;0,00000000;0,00000000;0,00000000;24,00000000;0,00000000;4,00000000;0,00000000;0,00000000;0,00000000;24,00000000;0,00000000;4,00000000;0,00000000;0,00000000;0,00000000
Para qual gravadora Elvis gravou seu primeiro álbum?;0,00000000;0,00000000;8,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;8,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;8,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;8,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;8,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;8,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;8,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;8,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;8,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;8,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;8,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;8,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;8,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;8,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;8,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;8,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;8,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;8,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;8,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;8,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;8,00000000;0,00000000;0,00000000;0,00000000
Em que fuso horário está Roma?;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000
Qual a moeda da China?;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000
Quem são os desenvolvedores do DBPedia?;3,00000000;3,00000000;3,00000000;1,00000000;1,00000000;1,00000000;3,00000000;3,00000000;3,00000000;1,00000000;1,00000000;1,00000000;3,00000000;3,00000000;3,00000000;1,00000000;1,00000000;1,00000000;3,00000000;3,00000000;3,00000000;1,00000000;1,00000000;1,00000000;3,00000000;3,00000000;3,00000000;1,00000000;1,00000000;1,00000000;3,00000000;3,00000000;3,00000000;1,00000000;1,00000000;1,00000000;3,00000000;3,00000000;3,00000000;1,00000000;1,00000000;1,00000000;3,00000000;3,00000000;3,00000000;1,00000000;1,00000000;1,00000000;3,00000000;3,00000000;3,00000000;1,00000000;1,00000000;1,00000000;3,00000000;3,00000000;3,00000000;1,00000000;1,00000000;1,00000000;3,00000000;3,00000000;3,00000000;1,00000000;1,00000000;1,00000000;3,00000000;3,00000000;3,00000000;1,00000000;1,00000000;1,00000000;3,00000000;3,00000000;3,00000000;1,00000000;1,00000000;1,00000000;3,00000000;3,00000000;3,00000000;1,00000000;1,00000000;1,00000000;3,00000000;3,00000000;3,00000000;1,00000000;1,00000000;1,00000000;3,00000000;3,00000000;3,00000000;1,00000000;1,00000000;1,00000000;3,00000000;3,00000000;3,00000000;1,00000000;1,00000000;1,00000000;3,00000000;3,00000000;3,00000000;1,00000000;1,00000000;1,00000000;3,00000000;3,00000000;3,00000000;1,00000000;1,00000000;1,00000000;3,00000000;3,00000000;3,00000000;1,00000000;1,00000000;1,00000000;3,00000000;3,00000000;3,00000000;1,00000000;1,00000000;1,00000000
O local onde Abraham Lincoln morreu tem um website?;2,00000000;0,00000000;6,00000000;0,00000000;0,00000000;0,00000000;2,00000000;0,00000000;6,00000000;0,00000000;0,00000000;0,00000000;2,00000000;0,00000000;6,00000000;0,00000000;0,00000000;0,00000000;2,00000000;0,00000000;6,00000000;0,00000000;0,00000000;0,00000000;2,00000000;0,00000000;6,00000000;0,00000000;0,00000000;0,00000000;2,00000000;0,00000000;6,00000000;0,00000000;0,00000000;0,00000000;2,00000000;0,00000000;6,00000000;0,00000000;0,00000000;0,00000000;2,00000000;0,00000000;6,00000000;0,00000000;0,00000000;0,00000000;2,00000000;0,00000000;6,00000000;0,00000000;0,00000000;0,00000000;2,00000000;0,00000000;6,00000000;0,00000000;0,00000000;0,00000000;2,00000000;0,00000000;6,00000000;0,00000000;0,00000000;0,00000000;2,00000000;0,00000000;6,00000000;0,00000000;0,00000000;0,00000000;2,00000000;0,00000000;6,00000000;0,00000000;0,00000000;0,00000000;2,00000000;0,00000000;6,00000000;0,00000000;0,00000000;0,00000000;2,00000000;0,00000000;6,00000000;0,00000000;0,00000000;0,00000000;2,00000000;0,00000000;6,00000000;0,00000000;0,00000000;0,00000000;2,00000000;0,00000000;6,00000000;0,00000000;0,00000000;0,00000000;2,00000000;0,00000000;6,00000000;0,00000000;0,00000000;0,00000000;2,00000000;0,00000000;6,00000000;0,00000000;0,00000000;0,00000000;2,00000000;0,00000000;6,00000000;0,00000000;0,00000000;0,00000000;2,00000000;0,00000000;6,00000000;0,00000000;0,00000000;0,00000000
